Full Name,Name,Status,Duration,Error,Stack Trace,Steps,Parent Suite,Suite,Sub Suite,Epic,Feature,Story
"tests.test_code_search#test_search_code_global_finds_baseurl","Global search finds baseUrl across workspace","skipped","0s","Skipped: workspace root not found (parent workspace checkout required)","('/home/runner/work/greedy-token/greedy-token/tests/test_code_search.py', 66, 'Skipped: workspace root not found (parent workspace checkout required)')",,"Code search","Search path resolution",,"Code search","Search path resolution","Global search"
"tests.test_mcp_handlers#test_greedy_token_pipeline_list","greedy_token_pipeline list returns recipes","passed","6ms",,,,"MCP","MCP tool handlers",,"MCP","MCP tool handlers","Pipeline tool"
"tests.test_mcp_handlers#test_greedy_token_rag_domain","greedy_token_rag searches with domain filter","passed","20ms",,,,"MCP","MCP tool handlers",,"MCP","MCP tool handlers","RAG tool"
"tests.test_mcp_handlers#test_greedy_token_route","greedy_token_route returns tier recommendation","passed","144ms",,,,"MCP","MCP tool handlers",,"MCP","MCP tool handlers","Route tool"
"tests.test_mcp_handlers#test_greedy_token_search","greedy_token_search finds matches in workspace file","passed","27ms",,,,"MCP","MCP tool handlers",,"MCP","MCP tool handlers","Search tool"
"tests.test_mcp_handlers#test_greedy_token_usage_footer","greedy_token_usage appends session totals footer","passed","2ms",,,,"MCP","MCP tool handlers",,"MCP","MCP tool handlers","Usage tool"
"tests.test_hub_gaps#test_handle_api_routes","handle_api routes: summary(no root), sessions, crystals, routes, tests, health, 404","passed","4ms",,,,"Hub","Hub gaps",,"Hub","Local ops dashboard",
"tests.test_prompt_compress#test_compress_heuristic_drops_filler_lines","Heuristic compression drops filler lines","passed","0s",,,"Compress prompt with heuristic passed (0s)
  original prompt: Goal: fix baseUrl. | Context: configurator forms. | Optional: use example from docs. | Constraint: do not touch stacks. passed (0s)
  compressed prompt: Goal: fix baseUrl. Context: configurator forms. Constraint: do not touch stacks. passed (0s)
 Verify filler lines are dropped passed (0s)","Prompt compression","Heuristic compress",,"Prompt compression","Heuristic compress","Heuristic"
"tests.test_prompt_compress#test_compress_heuristic_short_unchanged","Heuristic compression keeps short prompts unchanged","passed","0s",,,,"Prompt compression","Heuristic compress",,"Prompt compression","Heuristic compress","Heuristic"
"tests.test_prompt_compress#test_compress_heuristic_splits_long","Heuristic compression splits long sentences","passed","0s",,,,"Prompt compression","Heuristic compress",,"Prompt compression","Heuristic compress","Heuristic"
"tests.test_tokens#test_heuristic_estimate_monotonic","Heuristic token estimate is monotonic in input length","passed","336ms",,,,"Greedy token","Token counting",,"Greedy token","Token counting","Invariants"
"tests.test_hub_gaps#test_hub_handler_http","HubHandler serves api, static, options, traversal fallback","passed","513ms",,,,"Hub","Hub gaps",,"Hub","Local ops dashboard",
"tests.test_budget_gaps#test_hybrid_escalation_fallthrough","hybrid escalation falls through when no ollama available","passed","0s",,,,"Budget","Budget gaps",,"Budget","Split budget",
"tests.test_budget_gaps#test_hybrid_escalation_block","hybrid policy blocks escalation without metered headroom","passed","0s",,,,"Budget","Budget gaps",,"Budget","Split budget",
"tests.test_rag_index#test_index_invalidates_on_chunk_edit","Index invalidates when chunk file is edited","passed","2ms",,,"Edit chunk file and reload index passed (0s)
  cache invalidated: True passed (0s)
  newkeyword in body: True passed (0s)
 Verify index was rebuilt with new content passed (0s)","RAG","RAG index",,"RAG","RAG index","Invalidation"
"tests.test_paths#test_workspace_overlay_inline_beats_routes_file","Inline routes win over routes_file entries; inline cursor_fallback wins","passed","4ms",,,,"Configuration","Workspace paths",,"Configuration","Workspace paths","Workspace overlay"
"tests.test_llm_invoke_gaps#test_invoke_logs","invoke logs a route event when log=True","passed","29ms",,,,"tests","test_llm_invoke_gaps",,,,
"tests.test_llm_invoke_gaps#test_result_to_dict","invoke_result_to_dict serialises full result","passed","0s",,,,"tests","test_llm_invoke_gaps",,,,
"tests.test_advisory#test_question_and_overkill","is_question_like and is_overkill branches","passed","0s",,,,"Advisory","Advisory",,"Advisory","Hook advisory log",
"tests.test_hub_gaps#test_json_bytes","json_bytes encodes payload","passed","1ms",,,,"Hub","Hub gaps",,"Hub","Local ops dashboard",
"tests.test_pyramid_layers#test_layer_mapping_counts","Layer mapping covers unit, component, and integration modules","passed","1ms",,,"Group modules by pyramid layer passed (0s)
  layer counts: { | ""unit"": 34, | ""component"": 22, | ""integration"": 3, | ""e2e"": 1 | } passed (0s)
 Verify minimum coverage per layer passed (0s)","Test infrastructure","Pyramid layers",,"Test infrastructure","Pyramid layers","Layer distribution"
"tests.test_pyramid_layer_colors#test_pair_shapes_by_layer_name_not_data_count","Layer→shape pairing does not depend on which layers have tests","passed","31ms",,,"Pair with sparse labels (api/manual empty) in shuffled Y order passed (31ms)
  paired layers: [ | ""e2e"", | ""integration"", | ""component"", | ""unit"" | ] passed (0s)
 Verify stable name mapping passed (0s)","Test infrastructure","Pyramid layer colors",,"Test infrastructure","Pyramid layer colors","Name-based mapping"
"tests.test_scripts_lint_gaps#test_lint_routes_missing_and_package_only","lint_routes reports missing scripts and skips package-only roots","passed","2ms",,,,"Scripts","Scripts lint gaps",,"Scripts","Route lint",
"tests.test_hub_gaps#test_list_crystals_merges","list_crystals merges report, inbox and lifecycle sources","passed","2ms",,,,"Hub","Hub gaps",,"Hub","Local ops dashboard",
"tests.test_pipeline_gaps#test_list_pipelines_exact","list_pipelines: exact full listing (desc present/absent, steps join, headers)","passed","0s",,,,"Pipeline","Pipeline gaps",,"Pipeline","Step runner",
"tests.test_hub_gaps#test_list_sessions_from_files","list_sessions reads .since files and filters","passed","2ms",,,,"Hub","Hub gaps",,"Hub","Local ops dashboard",
"tests.test_expensive_llm#test_llm_chat_dispatch","llm_chat routes expensive vs cheap","passed","0s",,,,"Expensive LLM","Expensive LLM",,"Expensive LLM","YandexGPT adapter",
"tests.test_usage#test_load_events_since_filter","load_events skips events before since and bad timestamps","passed","1ms",,,,"Greedy token","Usage telemetry",,"Greedy token","Usage telemetry","Log loading"
"tests.test_hub_gaps#test_load_json_file","load_json_file: missing, valid, malformed","passed","1ms",,,,"Hub","Hub gaps",,"Hub","Local ops dashboard",
"tests.test_hub_gaps#test_load_jsonl_blank","load_jsonl skips blank lines","passed","1ms",,,,"Hub","Hub gaps",,"Hub","Local ops dashboard",
"tests.test_hub_gaps#test_load_lifecycle_events","load_lifecycle_events: missing, blank + malformed skipped","passed","0s",,,,"Hub","Hub gaps",,"Hub","Local ops dashboard",
"tests.test_settings_gaps#test_load_preset_yaml_non_mapping","load_preset_yaml rejects non-mapping preset files","passed","2ms",,,,"Settings","Settings gaps",,"Settings","Config resolution",
"tests.test_paths#test_load_routes_config_outside_workspace","load_routes_config falls back to bundled defaults outside a workspace","passed","8ms",,,,"Configuration","Workspace paths",,"Configuration","Workspace paths","Generic defaults"
"tests.test_paths#test_load_routes_config","load_routes_config reads bundled routes.yaml","passed","52ms",,,"Load routes config passed (51ms)
  route count: 29 passed (0s)","Configuration","Workspace paths",,"Configuration","Workspace paths","Routes config"
"tests.test_resource_probe_gaps#test_local_health_line","local_health_line: unavailable, deprecated, ok, exception","passed","0s",,,,"Resource probe","Resource probe gaps",,"Resource probe","Hardware + Ollama doctor",
"tests.test_usage#test_log_archive_paths_order","Log archive paths are returned in order","passed","0s",,,"Resolve log archive paths passed (0s)
  archive paths: /tmp/pytest-of-runner/pytest-0/test_log_archive_paths_order0/usage.jsonl | /tmp/pytest-of-runner/pytest-0/test_log_archive_paths_order0/usage.jsonl.1 | /tmp/pytest-of-runner/pytest-0/test_log_archive_paths_order0/usage.jsonl.2 | /tmp/pyt... passed (0s)
 Verify ordered archive path list passed (0s)","Greedy token","Usage telemetry",,"Greedy token","Usage telemetry","Archives"
"tests.test_usage#test_rotate_log_when_over_limit","Log rotation archives file when over size limit","passed","1ms",,,"Rotate log when over size limit passed (0s)
  rotated: True passed (0s)
  archive exists: True passed (0s)
 Verify log was archived passed (0s)","Greedy token","Usage telemetry",,"Greedy token","Usage telemetry","Rotation"
"tests.test_usage#test_rotate_log_keeps_archives","Log rotation respects GREEDY_TOKEN_LOG_MAX_FILES","passed","1ms",,,"Rotate log twice with max 2 archives passed (1ms)
  archive .1 exists: True passed (0s)
  archive .2 exists: True passed (0s)
  archive .3 exists: False passed (0s)
 Verify archive count limit passed (0s)","Greedy token","Usage telemetry",,"Greedy token","Usage telemetry","Rotation"
"tests.test_usage#test_log_path_default","log_path falls back to DEFAULT_LOG when GREEDY_TOKEN_LOG is unset or disabled","passed","0s",,,,"Greedy token","Usage telemetry",,"Greedy token","Usage telemetry","Logging paths"
"tests.test_usage#test_log_path_default","log_path falls back to DEFAULT_LOG when GREEDY_TOKEN_LOG is unset or disabled","passed","0s",,,,"Greedy token","Usage telemetry",,"Greedy token","Usage telemetry","Logging paths"
"tests.test_usage#test_log_path_default","log_path falls back to DEFAULT_LOG when GREEDY_TOKEN_LOG is unset or disabled","passed","1ms",,,,"Greedy token","Usage telemetry",,"Greedy token","Usage telemetry","Logging paths"
"tests.test_usage#test_log_path_default","log_path falls back to DEFAULT_LOG when GREEDY_TOKEN_LOG is unset or disabled","passed","1ms",,,,"Greedy token","Usage telemetry",,"Greedy token","Usage telemetry","Logging paths"
"tests.test_usage#test_log_path_default","log_path falls back to DEFAULT_LOG when GREEDY_TOKEN_LOG is unset or disabled","passed","0s",,,,"Greedy token","Usage telemetry",,"Greedy token","Usage telemetry","Logging paths"
"tests.test_usage#test_log_path_custom","log_path honors GREEDY_TOKEN_LOG env","passed","0s",,,,"Greedy token","Usage telemetry",,"Greedy token","Usage telemetry","Logging paths"
"tests.test_cli_handlers#test_main_raises_system_exit","main raises SystemExit with handler return code","passed","189ms",,,,"CLI","CLI handlers",,"CLI","CLI handlers","Main"
"tests.test_cli_handlers#test_main_config_skips_ollama_env","main skips apply_ollama_env for config subcommand","passed","6ms",,,,"CLI","CLI handlers",,"CLI","CLI handlers","Main"
"tests.test_cli_handlers#test_main_tolerates_missing_root","main tolerates missing workspace during apply_ollama_env","passed","6ms",,,,"CLI","CLI handlers",,"CLI","CLI handlers","Main"
"tests.test_baseline#test_malformed_baseline_falls_back","Malformed baseline section falls back to default-estimate","passed","2ms",,,,"Token economy","Baseline calibration",,"Token economy","Baseline calibration","Source priority"
"tests.test_baseline#test_malformed_baseline_falls_back","Malformed baseline section falls back to default-estimate","passed","1ms",,,,"Token economy","Baseline calibration",,"Token economy","Baseline calibration","Source priority"
"tests.test_baseline#test_malformed_baseline_falls_back","Malformed baseline section falls back to default-estimate","passed","2ms",,,,"Token economy","Baseline calibration",,"Token economy","Baseline calibration","Source priority"
"tests.test_baseline#test_malformed_baseline_falls_back","Malformed baseline section falls back to default-estimate","passed","1ms",,,,"Token economy","Baseline calibration",,"Token economy","Baseline calibration","Source priority"
"tests.test_baseline#test_malformed_baseline_falls_back","Malformed baseline section falls back to default-estimate","passed","1ms",,,,"Token economy","Baseline calibration",,"Token economy","Baseline calibration","Source priority"
"tests.test_budget#test_format_tool_footer_markdown","Markdown footer includes token table","passed","3ms",,,"markdown footer: --- | ### Greedy token · `rg` · 10ms | | | tokens | | |:--|--:| | | spent | ~0 | | | naive Cursor (default-estimate) | ~6,009 | | | **saved** (baseline: default-estimate) | **~6,009** | | free tier · `mcp-search` | --- passed (0s)","Greedy token","Token budget",,"Greedy token","Token budget","Footer style"
"tests.test_usage#test_max_log_bytes_env","Max log bytes reads GREEDY_TOKEN_LOG_MAX_BYTES env","passed","1ms",,,"Read max log bytes from env passed (1ms)
  max log bytes: 1024 passed (0s)
 Verify env value is used passed (0s)","Greedy token","Usage telemetry",,"Greedy token","Usage telemetry","Configuration"
"tests.test_usage_gaps#test_maybe_emit_early_returns","maybe_emit_auto_script_override early-returns on non-eligible events","passed","0s",,,,"Usage","Usage gaps",,"Usage","Event build",
"tests.test_coverage_gaps#test_mcp_icons_and_main","MCP icons raise when static assets missing; __main__ entry","passed","2ms",,,,"Test infrastructure","Coverage gaps",,"Test infrastructure","Coverage gaps",
"tests.test_mcp_tools#test_mcp_pipeline_execute_false_by_default","MCP pipeline defaults to dry-run when execute is omitted","passed","11ms",,,"Call greedy_token_pipeline without execute flag passed (11ms)
  pipeline dry-run response: Pipeline: search baseUrl path=sample.js then rag baseUrl | Steps: 2 | ── Step 1/2: search: baseUrl in sample.js [tool/dry-run] OK · 0ms · ~0 tok | (dry-run) search 'baseUrl' in sample.js | ── Step 2/2: rag: baseUrl [rag/dry-run] OK · 0ms... passed (0s)
 Verify dry-run (no real step execution) passed (0s)","MCP","MCP tools",,"MCP","MCP tools","Pipeline tool"
"tests.test_mcp_tools#test_mcp_pipeline_dry_run_includes_footer","MCP pipeline dry-run includes per-step Greedy token footer","passed","11ms",,,"Call greedy_token_pipeline dry-run passed (11ms)
  pipeline response: Pipeline: check-meta-sync then rag baseUrl | Steps: 2 | ── Step 1/2: check-meta-sync [python/dry-run] OK · 0ms · ~0 tok | (dry-run) cd /tmp/pytest-of-runner/pytest-0/test_mcp_pipeline_dry_run_incl0 && python scripts/meta-sync-check.py | ... passed (0s)
 Verify per-step savings footer passed (0s)","MCP","MCP tools",,"MCP","MCP tools","Pipeline tool"
"tests.test_mcp_tools#test_mcp_pipeline_execute_true","MCP pipeline execute=true runs allowlisted search+rag (not mock-only)","passed","23ms",,,"Call greedy_token_pipeline with execute=true passed (23ms)
  pipeline execute response: Pipeline: search baseUrl path=sample.js then rag baseUrl | Steps: 2 | ── Step 1/2: search: baseUrl in sample.js [tool/ran] OK · 6ms · ~0 tok | Search: 'baseUrl' in projects/sample.js | projects/sample.js:1:const baseUrl = 'http://localho... passed (0s)
 Verify steps ran and footer is present passed (0s)","MCP","MCP tools",,"MCP","MCP tools","Pipeline tool"
"tests.test_mcp_tools#test_mcp_pipeline_list_recipes","MCP pipeline list returns named recipes","passed","7ms",,,"Call greedy_token_pipeline list passed (6ms)
  pipeline list response: Named pipelines: | meta-audit | Python meta check → skill audit (configurator-boolean → script tier; others → Ollama) | steps: check-meta-sync → audit-skill {skill} | usage: pipeline: meta-audit <args> | meta-rag | Python meta check → RA... passed (0s)
 Verify named recipes are listed passed (0s)","MCP","MCP tools",,"MCP","MCP tools","Pipeline tool"
"tests.test_security#test_mcp_pipeline_dry_run_by_default","MCP pipeline tool is dry-run by default","passed","3ms",,,"Call greedy_token_pipeline without execute flag passed (3ms)
  execute kwarg: False passed (0s)
 Verify dry-run by default passed (0s)","Security","Shell quoting",,"Security","Shell quoting","MCP safety"
"tests.test_mcp_tools#test_mcp_rag_returns_hits_with_footer","MCP RAG tool returns hits with Greedy token footer","passed","20ms",,,"Call greedy_token_rag passed (20ms)
  rag response: RAG hits for: baseUrl -D flag | 1. [test-baseurl] score=4.0  (config) | docs/rag/config/test-chunk.md | baseUrl is configured via -DbaseUrl flag in Gradle. | --- | --- | > **Greedy token** · `rag` · 0ms · saved **~5,999** (baseline: defa... passed (0s)
 Verify RAG hits and Greedy token footer passed (0s)","MCP","MCP tools",,"MCP","MCP tools","RAG tool"
"tests.test_budget#test_wrap_mcp_response_appends_footer","MCP response wrapper appends Greedy token footer","passed","16ms",,,"Wrap MCP response with Greedy token footer passed (16ms)
  wrapped response: result line | --- | > **Greedy token** · `rg` · saved **~6,009** (baseline: default-estimate) | > spent ~0 · naive ~6,009 · free tier · mcp-search | Budget (Jul): metered $0.00/$50 (0%) · cursor est. ~$0/$30 (0%) | Local: unavailable (ht... passed (0s)
 Verify footer is appended passed (0s)","Greedy token","Token budget",,"Greedy token","Token budget","MCP response"
"tests.test_mcp_tools#test_mcp_route_includes_greedy_token_footer","MCP route tool returns tier decision with Greedy token footer","passed","144ms",,,"Call greedy_token_route passed (144ms)
  route response: Task: find baseUrl in sample.js | Route: TOOL  (tool-rg-search, 59%) | Complexity: low | Est. tokens: 0 | Rationale: Mechanical search — ripgrep/jq, zero LLM tokens. 0 tokens — ripgrep before RAG/Cursor | Matched: find | Command: cd /tmp... passed (0s)
 Verify tool route and Greedy token footer passed (0s)","MCP","MCP tools",,"MCP","MCP tools","Route tool"
"tests.test_mcp_tools#test_mcp_search_finds_match_in_workspace","MCP search tool finds matches and appends Greedy token footer","passed","29ms",,,"Call greedy_token_search passed (29ms)
  search response: Search: 'baseUrl' in projects/sample.js | projects/sample.js:1:const baseUrl = 'http://localhost'; | --- enriched context (snippet, 1 file(s), ~28 tokens) --- | ### projects/sample.js:1 (±15 lines, 1-1) | 1|const baseUrl = 'http://localh... passed (0s)
 Verify match and Greedy token footer passed (0s)","MCP","MCP tools",,"MCP","MCP tools","Search tool"
"tests.test_mcp_icon#test_mcp_icons_advertises_png_data_uri","MCP server icon advertises PNG data URI for Cursor","passed","1ms",,,"Load MCP server icons passed (1ms)
  icon metadata: [ | { | ""mimeType"": ""image/png"", | ""sizes"": [ | ""any"" | ], | ""src_length"": 368754 | } | ] passed (0s)
 Verify PNG data URI icon for Cursor passed (0s)","MCP","Server icon",,"MCP","Server icon","SEP-973 icon"
"tests.test_mcp_stdio#test_mcp_stdio_pipeline_dry_run_footer","MCP stdio pipeline dry-run includes per-step Greedy token footer","passed","895ms",,,"Call greedy_token_pipeline dry-run via MCP stdio passed (894ms)
  pipeline response: Pipeline: check-meta-sync then rag baseUrl | Steps: 2 | ── Step 1/2: check-meta-sync [python/dry-run] OK · 0ms · ~0 tok | (dry-run) cd /tmp/pytest-of-runner/pytest-0/test_mcp_stdio_pipeline_dry_ru0 && python scripts/meta-sync-check.py | ... passed (0s)
 Verify per-step savings footer passed (0s)","MCP","MCP stdio server",,"MCP","MCP stdio server","Pipeline tool"
"tests.test_mcp_stdio#test_mcp_stdio_pipeline_execute_true","MCP stdio pipeline execute=true runs allowlisted search+rag (not mock-only)","passed","895ms",,,"Call greedy_token_pipeline with execute=true via MCP stdio passed (895ms)
  pipeline execute response: Pipeline: search baseUrl path=sample.js then rag baseUrl | Steps: 2 | ── Step 1/2: search: baseUrl in sample.js [tool/ran] OK · 5ms · ~0 tok | Search: 'baseUrl' in projects/sample.js | projects/sample.js:1:const baseUrl = 'http://localho... passed (0s)
 Verify steps ran and footer is present passed (0s)","MCP","MCP stdio server",,"MCP","MCP stdio server","Pipeline tool"
"tests.test_mcp_stdio#test_mcp_stdio_rag_returns_hits","MCP stdio RAG tool returns doc hits with Greedy token footer","passed","905ms",,,"Call greedy_token_rag via MCP stdio passed (905ms)
  rag response: RAG hits for: baseUrl -D flag | 1. [test-baseurl] score=4.0  (config) | docs/rag/config/test-chunk.md | baseUrl is configured via -DbaseUrl flag in Gradle. | --- | --- | > **Greedy token** · `rag` · 137ms · saved **~5,999** (baseline: de... passed (0s)
 Verify RAG hits and Greedy token footer passed (0s)","MCP","MCP stdio server",,"MCP","MCP stdio server","RAG tool"
"tests.test_mcp_stdio#test_mcp_stdio_route_includes_greedy_token","MCP stdio route tool returns tier decision with Greedy token footer","passed","945ms",,,"Call greedy_token_route via MCP stdio passed (943ms)
  route response: Task: find baseUrl in sample.js | Route: TOOL  (tool-rg-search, 59%) | Complexity: low | Est. tokens: 0 | Rationale: Mechanical search — ripgrep/jq, zero LLM tokens. 0 tokens — ripgrep before RAG/Cursor | Matched: find | Command: cd /tmp... passed (0s)
 Verify TOOL route and Greedy token footer passed (0s)","MCP","MCP stdio server",,"MCP","MCP stdio server","Route tool"
"tests.test_mcp_stdio#test_mcp_stdio_search_finds_match","MCP stdio search tool finds baseUrl in workspace file","passed","904ms",,,"Call greedy_token_search via MCP stdio passed (904ms)
  search response: Search: 'baseUrl' in projects/sample.js | projects/sample.js:1:const baseUrl = 'http://localhost'; | --- enriched context (snippet, 1 file(s), ~28 tokens) --- | ### projects/sample.js:1 (±15 lines, 1-1) | 1|const baseUrl = 'http://localh... passed (0s)
 Verify baseUrl match and Greedy token footer passed (0s)","MCP","MCP stdio server",,"MCP","MCP stdio server","Search tool"
"tests.test_mcp_stdio#test_mcp_stdio_lists_five_tools","MCP stdio server advertises five greedy-token tools","passed","707ms",,,"List MCP stdio tools passed (706ms)
  tool names: greedy_token_route | greedy_token_rag | greedy_token_search | greedy_token_usage | greedy_token_pipeline passed (0s)
 Verify five greedy-token tools are advertised passed (0s)","MCP","MCP stdio server",,"MCP","MCP stdio server","Server handshake"
"tests.test_mcp_stdio#test_mcp_stdio_usage_empty_log","MCP stdio usage tool reports empty log gracefully","passed","682ms",,,"Call greedy_token_usage with empty log via MCP stdio passed (682ms)
  usage response: No events since 7d. | --- | Session totals (this window) | Saved vs naive Cursor (all events) (baseline: default-estimate) | Baseline (naive agent chat):  ~0  (default-estimate) | Spent (MCP executor, LLM tokens): ~0  (sum across logged ... passed (0s)
  log path: /tmp/pytest-of-runner/pytest-0/test_mcp_stdio_usage_empty_log0/usage.jsonl passed (0s)
 Verify empty log message passed (0s)","MCP","MCP stdio server",,"MCP","MCP stdio server","Usage tool"
"tests.test_mcp_tools#test_mcp_usage_aggregates_log","MCP usage tool aggregates log events and session totals","passed","2ms",,,"Call greedy_token_usage with populated log passed (2ms)
  usage response: == greedy-token usage (since 7d) == | Events: 1 | By tier: | tier        count   est_tokens  saved_vs_cursor | tool            1            0            9,000 | Baseline source: default-estimate (agent overhead ~6,000 tokens) — saved_vs_... passed (0s)
  log path: /tmp/pytest-of-runner/pytest-0/test_mcp_usage_aggregates_log0/usage.jsonl passed (0s)
 Verify aggregated session totals passed (0s)","MCP","MCP tools",,"MCP","MCP tools","Usage tool"
"tests.test_mcp_tools#test_mcp_usage_empty_log","MCP usage tool reports empty log gracefully","passed","1ms",,,"Call greedy_token_usage with empty log passed (0s)
  usage response: No events since 7d. | --- | Session totals (this window) | Saved vs naive Cursor (all events) (baseline: default-estimate) | Baseline (naive agent chat):  ~0  (default-estimate) | Spent (MCP executor, LLM tokens): ~0  (sum across logged ... passed (0s)
  log path: /tmp/pytest-of-runner/pytest-0/test_mcp_usage_empty_log0/usage.jsonl passed (0s)
 Verify empty log message passed (0s)","MCP","MCP tools",,"MCP","MCP tools","Usage tool"
"tests.test_mcp_handlers#test_mcp_icons_package_fallback","mcp_icons loads SVG from package when static dir missing","passed","2ms",,,,"MCP","MCP tool handlers",,"MCP","MCP tool handlers","Icons"
"tests.test_mcp_handlers#test_mcp_main","mcp.main applies Ollama env and runs server","passed","0s",,,,"MCP","MCP tool handlers",,"MCP","MCP tool handlers","Server main"
"tests.test_paths#test_merge_routes_config_priority","merge_routes_config: overlay replaces same id, prepends new, keeps base","passed","1ms",,,"Empty overlay returns base untouched passed (0s)
 Routes-only overlay keeps the base cursor_fallback passed (0s)","Configuration","Workspace paths",,"Configuration","Workspace paths","Merge priority"
"tests.test_pipeline#test_parse_named_pipeline_meta_rag_and_unknown_equals","meta-rag joins multi-word query; unknown key= stays positional","passed","12ms",,,"Parse meta-rag with multi-word query passed (6ms)
 Unknown key=value is part of joined query; path= still binds passed (6ms)","Pipeline","Multi-step chains",,"Pipeline","Multi-step chains","Named recipes"
"tests.test_init#test_metadata_version_reads_installed_distribution","metadata_version reads installed distribution","passed","0s",,,,"Package","Package metadata",,"Package","Package metadata","Version"
"tests.test_budget_gaps#test_metered_exhausted_reroute","metered exhausted reroutes cursor→cheaper tier, skipping unavailable ollama","passed","1ms",,,,"Budget","Budget gaps",,"Budget","Split budget",
"tests.test_budget_gaps#test_metered_exhausted_ollama_available","metered exhausted returns ollama when locally available","passed","1ms",,,,"Budget","Budget gaps",,"Budget","Split budget",
"tests.test_budget_gaps#test_metered_exhausted_no_alt","metered exhausted with no matching alt falls through unchanged","passed","0s",,,,"Budget","Budget gaps",,"Budget","Split budget",
"tests.test_budget_gaps#test_metered_spent_today","metered_spent_today handles missing file, junk, and filters","passed","1ms",,,,"Budget","Budget gaps",,"Budget","Split budget",
"tests.test_baseline#test_measured_method_labels_source_measured","method: measured labels the source as measured","passed","2ms",,,,"Token economy","Baseline calibration",,"Token economy","Baseline calibration","Source priority"
"tests.test_expensive_llm#test_yandex_native_fallback_to_compat","native failure falls back to openai_compat when url set","passed","1ms",,,,"Expensive LLM","Expensive LLM",,"Expensive LLM","YandexGPT adapter",
"tests.test_pyramid_layer_colors#test_pair_shapes_nearest_y_when_counts_differ","Nearest-Y pairing survives mismatched label/shape counts","passed","30ms",,,"More labels than shapes — still map by proximity passed (30ms)
  nearest-y pairs: [ | ""e2e"", | ""unit"" | ] passed (0s)
 Verify nearest layers passed (0s)","Test infrastructure","Pyramid layer colors",,"Test infrastructure","Pyramid layer colors","Name-based mapping"
"tests.test_expensive_llm#test_yandex_no_credentials","no folder/key and no url raises RuntimeError","passed","1ms",,,,"Expensive LLM","Expensive LLM",,"Expensive LLM","YandexGPT adapter",
"tests.test_baseline#test_default_estimate_without_config","No user config → default-estimate with BASE_CURSOR_OVERHEAD","passed","0s",,,,"Token economy","Baseline calibration",,"Token economy","Baseline calibration","Source priority"
"tests.test_expensive_llm#test_non_yandex_delegates","non-yandex provider delegates to openai_compat","passed","1ms",,,,"Expensive LLM","Expensive LLM",,"Expensive LLM","YandexGPT adapter",
"tests.test_code_search_gaps#test_normalize_hit_body","normalize_hit_body prefixes bare rows and passes through the rest","passed","0s",,,,"Code search","Code search gaps",,"Code search","Parse and enrich",
"tests.test_code_search_gaps#test_normalize_hit_body_passthrough","normalize_hit_body preserves trailing content verbatim on pass-through lines","passed","0s",,,,"Code search","Code search gaps",,"Code search","Parse and enrich",
"tests.test_usage#test_normalize_task","normalize_task collapses case and whitespace","passed","0s",,,,"Greedy token","Usage telemetry",,"Greedy token","Usage telemetry","Override events"
"tests.test_settings_gaps#test_normalizers","normalizers reject unknown values","passed","1ms",,,,"Settings","Settings gaps",,"Settings","Config resolution",
"tests.test_security#test_ollama_available_uses_cache","Ollama availability probe caches successful result","passed","3ms",,,"Probe Ollama twice with same URL passed (2ms)
  urlopen call count: 1 passed (0s)
 Verify probe result is cached passed (0s)","Security","Shell quoting",,"Security","Shell quoting","Ollama probe"
"tests.test_wrappers#test_ollama_available_false","Ollama availability returns false when server is down","passed","2ms",,,"Probe unreachable Ollama server passed (2ms)
  ollama url: http://localhost:11434 passed (0s)
  available: False passed (0s)
 Verify Ollama is unavailable passed (0s)","Script wrappers","Workspace scripts",,"Script wrappers","Workspace scripts","Ollama probe"
"tests.test_wrappers#test_ollama_available_true","Ollama availability returns true when /api/tags responds","passed","2ms",,,"Probe Ollama /api/tags endpoint passed (1ms)
  ollama url: http://localhost:11434 passed (0s)
  available: True passed (0s)
 Verify Ollama is available passed (0s)","Script wrappers","Workspace scripts",,"Script wrappers","Workspace scripts","Ollama probe"
"tests.test_wrappers#test_ollama_available_against_stub","Ollama availability returns true when stub /api/tags responds","passed","3ms",,,"Probe Ollama stub server passed (2ms)
  ollama stub url: http://127.0.0.1:33591 passed (0s)
  available: True passed (0s)
 Verify stub responds as available passed (1ms)","Script wrappers","Workspace scripts",,"Script wrappers","Workspace scripts","Ollama probe"
"tests.test_router#test_ollama_est_tokens_nonzero","Ollama available route reports non-zero est_tokens","passed","1ms",,,"Estimate tokens for available ollama route passed (1ms)
  estimate: { | ""complexity"": ""medium"", | ""est_tokens"": 6, | ""rationale"": ""Cheap LLM — bulk work off expensive path; local/cheap spend."" | } passed (1ms)
 Verify est_tokens is positive cheap-LLM spend passed (0s)","Routing","Task router",,"Routing","Task router","Token estimate"
"tests.test_settings#test_defaults_without_config","Ollama settings return defaults when no config files","passed","1ms",,,"Load Ollama settings without config files passed (1ms)
  settings: { | ""url"": ""http://localhost:11434"", | ""model"": ""qwen2.5-coder:7b-instruct-q4_K_M"", | ""source"": ""default"" | } passed (0s)
 Verify default Ollama settings passed (0s)","Configuration","Ollama settings",,"Configuration","Ollama settings","Defaults"
"tests.test_pipeline_gaps#test_ollama_profile_resolve_fallback","ollama step falls back to cheap-llm env when profile fails to resolve","passed","1ms",,,,"Pipeline","Pipeline gaps",,"Pipeline","Step runner",
